SMILES,pka_value
O=C(O)CC(=O)C(=O)O,2.22
O=C(O)C(O)=C(O)C(=O)O,1.57
C/C=C\C(=O)O,4.42
C/C=C\C(=O)O,4.7
C/C=C/C(=O)O,4.7
C/C=C/C(=O)O,4.74
CCC(=O)C(=O)O,2.5
CC(=O)CC(=O)O,3.6
CO/C=C/C(=O)O,4.85
O=C(O)CCC(=O)O,4.22
O=C(O)CCC(=O)O,4.206
O=C(O)CCC(=O)O,4.21
O=C(O)CCC(=O)O,3.98
O=C(O)CCC(=O)O,4.753
CC(C(=O)O)C(=O)O,3.05
O=C(O)CC(O)C(=O)O,3.459
O=C(O)CC(O)C(=O)O,2.77
O=C(O)CC(O)C(=O)O,3.23
O=C(O)CC(O)C(=O)O,3.45
O=C(O)C(O)C(O)C(=O)O,2.6
O=C(O)C(O)(O)C(O)(O)C(=O)O,1.95
CCCC(=O)O,4.83
CCCC(=O)O,4.82
CCCC(=O)O,4.82
CCCC(=O)O,4.8
CC(C)C(=O)O,4.64
CC(C)C(=O)O,4.598
CCOCC(=O)O,3.84
CC(C)(O)C(=O)O,3.776
CC(C)(O)C(=O)O,4
CC(C)(O)C(=O)O,3.75
CC(C)(O)C(=O)O,3.61
O=C(O)C(O)(CO)CO,3.29
O=C/C(Cl)=C(/Cl)C(=O)O,4.2
O=C(O)c1c[nH]cn1,6.02
O=C(O)c1cc[nH]n1,3.74
C/C(Cl)=C/C(=O)O,3.91
C/C(Cl)=C/C(=O)O,4.07
C/C(Cl)=C/C(=O)O,3.95
C/C(Cl)=C/C(=O)O,4.1
CC(Br)=CC(=O)O,3.74
CC(Br)=CC(=O)O,3.98
CC(I)=CC(=O)O,3.77
CC(I)=CC(=O)O,3.9
O=C(O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.64
O=C(O)C(O)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.05
CC1(CC(=O)O)N=N1,3.9
CC(=S)SCC(=O)O,2.9
CC(=S)SCC(=O)O,2.99
CC(=O)SCC(=O)O,3.23
O=C(O)CC(S)C(=O)O,3.165
O=C(O)CC(S)C(=O)O,2.53
O=C(O)CSCC(=O)O,3.15
O=C(O)CSCC(=O)O,3.24
O=C(O)CSSCC(=O)O,2.88
O=C(O)CSSCC(=O)O,3.15
O=C(O)CSSCC(=O)O,3.15
O=C(O)C(S)C(S)C(=O)O,2.71
O=C(O)C[Se]CC(=O)O,3.17
CC(C(O)C(=O)O)([N+](=O)[O-])[N+](=O)[O-],2.37
CC(Cl)CC(=O)O,4.2
O=C(O)CNCC(=O)O,9.4
O=C(O)CNCC(=O)O,9.38
O=C(O)CNCC(=O)O,9.6
N[C@@H](CC(=O)O)C(=O)O,3.87
N[C@@H](CC(=O)O)C(=O)O,3.69
CCSCC(=O)O,3.712
CCSCC(=O)O,4.11
NCC(=O)NCC(=O)O,8.22
NCC(=O)NCC(=O)O,8.09
NCC(=O)NCC(=O)O,8.1
NCC(=O)NCC(=O)O,8.16
CCC(N)C(=O)O,9.56
NCCCC(=O)O,10.48
NCCCC(=O)O,10.46
CC(C)(N)C(=O)O,10.22
CC(O)C(N)C(=O)O,9.03
NC1=NC(C(=O)O)CS1,8.48
CSC(=S)NCC(=O)O,3.19
O=C(O)CN(CP(=O)(O)O)CP(=O)(O)O,2
C(\C=C\C#C)(=O)O,3.75
